Time,CloudCover (In %),Direct_radiation (W/m²),Humidity (%H),Precipitaion (mm),SolarGeneration (MW),Surface_Pressure (hPa),Temperature (°C),ThermalGeneration (GW),Energy_Demand (GW),WindGeneration (MW),WindSpeed (km/h),USD_EGP_FX (EGP),Air_Density,BRENT_Crude_Oil_USD ($)
11/19/2022 17:45,0%,0 W/m²,51 %H,0 mm,0 MW,1019 hPa,21.4 °C,4.59 GW,5.21 GW,623 MW,28.5 km/h,24.5 EGP,1.21,$88.70 
11/19/2022 18:00,0%,0 W/m²,51 %H,0 mm,0 MW,1019 hPa,20.8 °C,4.57 GW,5.31 GW,740 MW,30 km/h,24.5 EGP,1.21,$88.40 
11/19/2022 18:15,0%,0 W/m²,63 %H,0 mm,0 MW,1020 hPa,20.7 °C,4.73 GW,5.45 GW,715 MW,29.7 km/h,24.5 EGP,1.21,$88.50 
11/19/2022 18:30,0%,0 W/m²,65 %H,0 mm,0 MW,1020 hPa,20.1 °C,4.70 GW,5.41 GW,716 MW,29.8 km/h,24.5 EGP,1.21,$88.80 
11/19/2022 18:45,0%,0 W/m²,65 %H,0 mm,0 MW,1020 hPa,19.9 °C,4.66 GW,5.38 GW,717 MW,29.8 km/h,24.5 EGP,1.21,$88.90 
11/19/2022 19:00,0%,0 W/m²,66 %H,0 mm,0 MW,1020 hPa,19.7 °C,4.66 GW,5.37 GW,710 MW,29.6 km/h,24.5 EGP,1.21,$88.80 
11/19/2022 19:15,0%,0 W/m²,75 %H,0 mm,0 MW,1020 hPa,19.3 °C,4.83 GW,5.52 GW,692 MW,29.4 km/h,24.5 EGP,1.21,$88.80 
11/19/2022 19:30,0%,0 W/m²,67 %H,0 mm,0 MW,1020 hPa,19.7 °C,4.51 GW,5.22 GW,708 MW,29.6 km/h,24.5 EGP,1.21,$88.60 
11/19/2022 19:45,0%,0 W/m²,68 %H,0 mm,0 MW,1020 hPa,19.6 °C,4.61 GW,5.30 GW,695 MW,29.2 km/h,24.5 EGP,1.21,$88.60 
11/19/2022 20:00,0%,0 W/m²,76 %H,0 mm,0 MW,1020 hPa,18.8 °C,4.60 GW,5.28 GW,682 MW,29.1 km/h,24.5 EGP,1.22,$88.60 
11/19/2022 20:15,0%,0 W/m²,82 %H,0 mm,0 MW,1020 hPa,18.7 °C,4.59 GW,5.18 GW,586 MW,28.4 km/h,24.5 EGP,1.22,$88.80 
11/19/2022 20:30,0%,0 W/m²,79 %H,0 mm,0 MW,1020 hPa,18.7 °C,4.28 GW,4.87 GW,585 MW,28.3 km/h,24.5 EGP,1.22,$88.60 
11/19/2022 20:45,0%,0 W/m²,84 %H,0 mm,0 MW,1020 hPa,18.3 °C,4.28 GW,4.85 GW,575 MW,28.2 km/h,24.5 EGP,1.22,$88.70 
11/19/2022 21:00,0%,0 W/m²,84 %H,0 mm,0 MW,1020 hPa,18 °C,4.18 GW,4.74 GW,557 MW,27.8 km/h,24.5 EGP,1.22,$88.70 
11/19/2022 21:15,0%,0 W/m²,86 %H,0 mm,0 MW,1020 hPa,17.6 °C,4.49 GW,5.03 GW,537 MW,27.4 km/h,24.5 EGP,1.22,$88.90 
11/19/2022 21:30,0%,0 W/m²,89 %H,0 mm,0 MW,1020 hPa,17.8 °C,4.04 GW,4.55 GW,516 MW,27 km/h,24.5 EGP,1.22,$88.50 
11/19/2022 21:45,0%,0 W/m²,87 %H,0 mm,0 MW,1020 hPa,17.4 °C,4.15 GW,4.69 GW,531 MW,27.3 km/h,24.5 EGP,1.22,$88.60 
11/19/2022 22:00,0%,0 W/m²,90 %H,0 mm,0 MW,1020 hPa,17.3 °C,4.36 GW,4.85 GW,483 MW,26.3 km/h,24.5 EGP,1.22,$88.90 
11/19/2022 22:15,0%,0 W/m²,93 %H,0 mm,0 MW,1020 hPa,17.1 °C,4.42 GW,4.89 GW,470 MW,26 km/h,24.5 EGP,1.22,$88.50 
11/19/2022 22:30,0%,0 W/m²,93 %H,0 mm,0 MW,1020 hPa,16.8 °C,4.09 GW,4.53 GW,447 MW,25.5 km/h,24.5 EGP,1.23,$88.80 
11/19/2022 22:45,0%,0 W/m²,91 %H,0 mm,0 MW,1020 hPa,17.3 °C,3.89 GW,4.36 GW,470 MW,26 km/h,24.5 EGP,1.22,$88.50 
11/19/2022 23:00,0%,0 W/m²,93 %H,0 mm,0 MW,1020 hPa,16.8 °C,3.93 GW,4.37 GW,438 MW,25.3 km/h,24.5 EGP,1.23,$88.80 
11/19/2022 23:15,0%,0 W/m²,94 %H,0 mm,0 MW,1020 hPa,16.7 °C,4.28 GW,4.72 GW,438 MW,25.3 km/h,24.5 EGP,1.23,$88.60 
11/19/2022 23:30,0%,0 W/m²,94 %H,0 mm,0 MW,1020 hPa,16.7 °C,4.01 GW,4.46 GW,447 MW,25.5 km/h,24.5 EGP,1.23,$88.80 
11/19/2022 23:45,0%,0 W/m²,94 %H,0 mm,0 MW,1020 hPa,16.7 °C,4.00 GW,4.44 GW,438 MW,25.3 km/h,24.5 EGP,1.23,$88.60 
11/20/2022 0:00,0%,0 W/m²,94 %H,0 mm,0 MW,1020 hPa,16.5 °C,3.92 GW,4.38 GW,456 MW,25.7 km/h,24.5 EGP,1.23,$88.80 
11/20/2022 0:15,0%,0 W/m²,95 %H,0 mm,0 MW,1020 hPa,16.3 °C,4.09 GW,4.55 GW,461 MW,25.8 km/h,24.5 EGP,1.23,$88.60 
11/20/2022 0:30,0%,0 W/m²,95 %H,0 mm,0 MW,1020 hPa,16.4 °C,4.13 GW,4.65 GW,519 MW,27.1 km/h,24.5 EGP,1.23,$88.60 
11/20/2022 0:45,0%,0 W/m²,95 %H,0 mm,0 MW,1020 hPa,16.4 °C,4.16 GW,4.62 GW,456 MW,25.7 km/h,24.5 EGP,1.23,$88.60 
11/20/2022 1:00,0%,0 W/m²,95 %H,0 mm,0 MW,1019 hPa,16.3 °C,4.20 GW,4.73 GW,528 MW,27.3 km/h,24.5 EGP,1.23,$88.90 
11/20/2022 1:15,0%,0 W/m²,95 %H,0 mm,0 MW,1019 hPa,16.2 °C,4.02 GW,4.57 GW,546 MW,27.7 km/h,24.5 EGP,1.23,$88.70 
11/20/2022 1:30,0%,0 W/m²,95 %H,0 mm,0 MW,1019 hPa,16.3 °C,4.16 GW,4.70 GW,533 MW,27.4 km/h,24.5 EGP,1.23,$88.90 
11/20/2022 1:45,0%,0 W/m²,95 %H,0 mm,0 MW,1019 hPa,16.3 °C,4.37 GW,4.91 GW,542 MW,27.6 km/h,24.5 EGP,1.23,$88.70 
11/20/2022 2:00,0%,0 W/m²,95 %H,0 mm,0 MW,1018 hPa,16.2 °C,4.12 GW,4.67 GW,551 MW,27.8 km/h,24.5 EGP,1.23,$88.90 
11/20/2022 2:15,0%,0 W/m²,96 %H,0 mm,0 MW,1018 hPa,16.2 °C,4.09 GW,4.65 GW,560 MW,28 km/h,24.5 EGP,1.23,$88.60 
11/20/2022 2:30,0%,0 W/m²,96 %H,0 mm,0 MW,1018 hPa,16.2 °C,4.59 GW,5.16 GW,564 MW,28.1 km/h,24.5 EGP,1.23,$88.50 
11/20/2022 2:45,0%,0 W/m²,96 %H,0 mm,0 MW,1018 hPa,16.2 °C,4.68 GW,5.25 GW,578 MW,28.4 km/h,24.5 EGP,1.23,$88.90 
11/20/2022 3:00,0%,0 W/m²,96 %H,0 mm,0 MW,1018 hPa,16 °C,4.63 GW,5.21 GW,582 MW,28.5 km/h,24.5 EGP,1.23,$88.80 
11/20/2022 3:15,0%,0 W/m²,96 %H,0 mm,0 MW,1018 hPa,15.9 °C,4.49 GW,5.07 GW,578 MW,28.4 km/h,24.5 EGP,1.23,$88.50 
11/20/2022 3:30,0%,0 W/m²,96 %H,0 mm,0 MW,1018 hPa,15.9 °C,4.50 GW,5.08 GW,578 MW,28.4 km/h,24.5 EGP,1.23,$88.50 
11/20/2022 3:45,0%,0 W/m²,96 %H,0 mm,0 MW,1018 hPa,16 °C,4.58 GW,5.15 GW,573 MW,28.3 km/h,24.5 EGP,1.23,$88.70 
11/20/2022 4:00,0%,0 W/m²,96 %H,0 mm,0 MW,1018 hPa,15.9 °C,4.75 GW,5.33 GW,573 MW,28.3 km/h,24.5 EGP,1.23,$88.80 
11/20/2022 4:15,0%,43 W/m²,96 %H,0 mm,150 MW,1018 hPa,15.9 °C,4.47 GW,5.19 GW,569 MW,28.2 km/h,24.5 EGP,1.23,$88.90 
11/20/2022 4:30,0%,46 W/m²,96 %H,0 mm,160 MW,1018 hPa,15.9 °C,4.40 GW,5.13 GW,564 MW,28.1 km/h,24.5 EGP,1.23,$88.60 
11/20/2022 4:45,0%,62 W/m²,96 %H,0 mm,216 MW,1018 hPa,15.9 °C,4.87 GW,5.64 GW,546 MW,27.7 km/h,24.5 EGP,1.23,$88.80 
11/20/2022 5:00,0%,67 W/m²,96 %H,0 mm,233 MW,1018 hPa,15.9 °C,5.10 GW,5.82 GW,483 MW,26.3 km/h,24.5 EGP,1.23,$88.60 
11/20/2022 5:15,0%,494 W/m²,91 %H,0 mm,1.72 GW,1018 hPa,16.4 °C,3.31 GW,5.34 GW,313 MW,24 km/h,24.5 EGP,1.22,$88.40 
11/20/2022 5:30,0%,506 W/m²,95 %H,0 mm,1.76 GW,1018 hPa,17.1 °C,3.34 GW,5.37 GW,272 MW,23.3 km/h,24.5 EGP,1.22,$88.60 
11/20/2022 5:45,0%,222 W/m²,91 %H,0 mm,772 MW,1018 hPa,16.5 °C,4.47 GW,5.57 GW,331 MW,24.3 km/h,24.5 EGP,1.22,$88.60 
11/20/2022 6:00,0%,512 W/m²,89 %H,0 mm,1.77 GW,1018 hPa,17.7 °C,3.47 GW,5.49 GW,248 MW,22.9 km/h,24.5 EGP,1.22,$88.60 
11/20/2022 6:15,0%,571 W/m²,87 %H,0 mm,1.97 GW,1018 hPa,19.5 °C,3.51 GW,5.70 GW,220 MW,22.4 km/h,24.5 EGP,1.21,$88.90 
11/20/2022 6:30,0%,589 W/m²,81 %H,0 mm,2.03 GW,1018 hPa,20.6 °C,3.69 GW,5.97 GW,252 MW,21.5 km/h,24.5 EGP,1.21,$88.80 
11/20/2022 6:45,0%,698 W/m²,89 %H,0 mm,2.42 GW,1018 hPa,17.7 °C,3.35 GW,6.01 GW,245 MW,21.4 km/h,24.5 EGP,1.22,$88.50 
11/20/2022 7:00,0%,721 W/m²,63 %H,0 mm,2.48 GW,1018 hPa,20.8 °C,3.30 GW,6.03 GW,253 MW,21.3 km/h,24.5 EGP,1.21,$88.80 
11/20/2022 7:15,0%,788 W/m²,43 %H,0 mm,2.70 GW,1018 hPa,22.4 °C,3.12 GW,6.05 GW,234 MW,22.4 km/h,24.5 EGP,1.2,$88.60 
11/20/2022 7:30,0%,729 W/m²,52 %H,0 mm,2.50 GW,1018 hPa,21.7 °C,3.57 GW,6.37 GW,303 MW,23.5 km/h,24.5 EGP,1.2,$88.60 
11/20/2022 7:45,0%,732 W/m²,48 %H,0 mm,2.50 GW,1018 hPa,23.4 °C,3.75 GW,6.54 GW,290 MW,23.3 km/h,24.5 EGP,1.2,$88.50 
11/20/2022 8:00,0%,825 W/m²,42 %H,0 mm,2.82 GW,1018 hPa,23.7 °C,3.21 GW,6.35 GW,321 MW,23.8 km/h,24.5 EGP,1.19,$88.70 
11/20/2022 8:15,0%,840 W/m²,38 %H,0 mm,2.85 GW,1017 hPa,25.3 °C,3.65 GW,6.91 GW,406 MW,25.2 km/h,24.5 EGP,1.19,$88.50 
11/20/2022 8:30,0%,846 W/m²,39 %H,0 mm,2.87 GW,1017 hPa,25.2 °C,3.09 GW,6.33 GW,375 MW,24.7 km/h,24.5 EGP,1.19,$88.80 
11/20/2022 8:45,0%,865 W/m²,39 %H,0 mm,2.94 GW,1017 hPa,24.9 °C,3.34 GW,6.75 GW,465 MW,25.3 km/h,24.5 EGP,1.19,$88.80 
11/20/2022 9:00,0%,876 W/m²,28 %H,0 mm,2.95 GW,1017 hPa,25.9 °C,3.04 GW,6.56 GW,563 MW,27.4 km/h,24.5 EGP,1.18,$88.80 
11/20/2022 9:15,0%,889 W/m²,26 %H,0 mm,2.97 GW,1016 hPa,27 °C,3.75 GW,7.22 GW,500 MW,26.1 km/h,24.5 EGP,1.18,$88.70 
11/20/2022 9:30,0%,883 W/m²,25 %H,0 mm,2.97 GW,1017 hPa,26.1 °C,3.49 GW,6.94 GW,473 MW,25.5 km/h,24.5 EGP,1.18,$88.70 
11/20/2022 9:45,0%,890 W/m²,28 %H,0 mm,2.97 GW,1017 hPa,27 °C,3.34 GW,6.77 GW,462 MW,25.3 km/h,24.5 EGP,1.18,$88.90 
11/20/2022 10:00,0%,894 W/m²,23 %H,0 mm,2.99 GW,1016 hPa,27 °C,3.93 GW,7.19 GW,274 MW,23.1 km/h,24.5 EGP,1.18,$88.60 
11/20/2022 10:15,12%,890 W/m²,23 %H,0 mm,2.96 GW,1016 hPa,27.6 °C,4.12 GW,7.35 GW,267 MW,23 km/h,24.5 EGP,1.18,$88.70 
11/20/2022 10:30,4%,888 W/m²,23 %H,0 mm,2.95 GW,1015 hPa,27.7 °C,4.50 GW,7.72 GW,265 MW,21.6 km/h,24.5 EGP,1.18,$88.80 
11/20/2022 10:45,4%,891 W/m²,23 %H,0 mm,2.97 GW,1016 hPa,27.3 °C,4.21 GW,7.41 GW,230 MW,22.4 km/h,24.5 EGP,1.18,$88.90 
11/20/2022 11:00,17%,884 W/m²,22 %H,0 mm,2.94 GW,1015 hPa,27.7 °C,4.55 GW,7.70 GW,219 MW,20.4 km/h,24.5 EGP,1.18,$88.50 
11/20/2022 11:15,16%,855 W/m²,22 %H,0 mm,2.84 GW,1015 hPa,27.8 °C,4.24 GW,7.29 GW,212 MW,20.2 km/h,24.5 EGP,1.17,$88.50 
11/20/2022 11:30,11%,871 W/m²,22 %H,0 mm,2.89 GW,1015 hPa,27.7 °C,4.15 GW,7.26 GW,215 MW,20.3 km/h,24.5 EGP,1.18,$88.80 
11/20/2022 11:45,7%,883 W/m²,22 %H,0 mm,2.92 GW,1015 hPa,28 °C,4.70 GW,7.83 GW,208 MW,20.1 km/h,24.5 EGP,1.17,$88.60 
11/20/2022 12:00,3%,849 W/m²,22 %H,0 mm,2.81 GW,1015 hPa,28 °C,4.85 GW,7.86 GW,200 MW,19.9 km/h,24.5 EGP,1.17,$88.60 
11/20/2022 12:15,1%,798 W/m²,22 %H,0 mm,2.65 GW,1015 hPa,27.9 °C,5.02 GW,7.86 GW,200 MW,19.9 km/h,24.5 EGP,1.17,$88.60 
11/20/2022 12:30,3%,822 W/m²,22 %H,0 mm,2.73 GW,1015 hPa,27.8 °C,4.88 GW,7.81 GW,200 MW,19.9 km/h,24.5 EGP,1.17,$88.80 
11/20/2022 12:45,1%,806 W/m²,22 %H,0 mm,2.67 GW,1015 hPa,27.9 °C,4.84 GW,7.71 GW,200 MW,19.9 km/h,24.5 EGP,1.17,$88.90 
11/20/2022 13:00,0%,777 W/m²,22 %H,0 mm,2.58 GW,1014 hPa,27.8 °C,4.89 GW,7.67 GW,200 MW,19.9 km/h,24.5 EGP,1.17,$88.70 
11/20/2022 13:15,0%,690 W/m²,24 %H,0 mm,2.30 GW,1014 hPa,27.5 °C,5.69 GW,8.19 GW,200 MW,19.9 km/h,24.5 EGP,1.17,$88.60 
11/20/2022 13:30,0%,639 W/m²,24 %H,0 mm,2.13 GW,1014 hPa,27.4 °C,5.83 GW,8.16 GW,200 MW,19.9 km/h,24.5 EGP,1.18,$88.70 
11/20/2022 13:45,0%,642 W/m²,24 %H,0 mm,2.13 GW,1014 hPa,27.6 °C,5.84 GW,8.18 GW,200 MW,19.9 km/h,24.5 EGP,1.17,$88.70 
11/20/2022 14:00,0%,631 W/m²,24 %H,0 mm,2.10 GW,1014 hPa,27.2 °C,6.51 GW,8.81 GW,200 MW,19.9 km/h,24.5 EGP,1.18,$88.80 
11/20/2022 14:15,9%,598 W/m²,25 %H,0 mm,2.03 GW,1014 hPa,25.4 °C,5.66 GW,7.93 GW,244 MW,21 km/h,24.5 EGP,1.18,$88.50 
11/20/2022 14:30,1%,571 W/m²,27 %H,0 mm,1.91 GW,1014 hPa,26.8 °C,5.92 GW,8.06 GW,220 MW,20.4 km/h,24.5 EGP,1.18,$88.70 
11/20/2022 14:45,5%,534 W/m²,25 %H,0 mm,1.81 GW,1014 hPa,25.4 °C,6.97 GW,9.00 GW,217 MW,20.3 km/h,24.5 EGP,1.18,$88.60 
11/20/2022 15:00,10%,233 W/m²,28 %H,0 mm,790 MW,1014 hPa,25.3 °C,6.94 GW,7.98 GW,252 MW,21.2 km/h,24.5 EGP,1.18,$88.60 
11/20/2022 15:15,14%,146 W/m²,31 %H,0 mm,499 MW,1014 hPa,23.5 °C,8.01 GW,8.71 GW,202 MW,21.9 km/h,24.5 EGP,1.19,$88.60 
11/20/2022 15:30,11%,231 W/m²,30 %H,0 mm,788 MW,1014 hPa,23.8 °C,6.90 GW,7.88 GW,195 MW,21.8 km/h,24.5 EGP,1.19,$88.40 
11/20/2022 15:45,12%,149 W/m²,30 %H,0 mm,508 MW,1014 hPa,24.3 °C,7.74 GW,8.44 GW,189 MW,21.7 km/h,24.5 EGP,1.19,$88.80 
11/20/2022 16:00,17%,0 W/m²,32 %H,0 mm,0 MW,1014 hPa,23.5 °C,8.08 GW,8.39 GW,308 MW,23.6 km/h,24.5 EGP,1.19,$88.70 
11/20/2022 16:15,17%,0 W/m²,33 %H,0 mm,0 MW,1015 hPa,23.1 °C,7.54 GW,7.82 GW,277 MW,23.1 km/h,24.5 EGP,1.19,$88.60 
11/20/2022 16:30,16%,0 W/m²,34 %H,0 mm,0 MW,1015 hPa,23.5 °C,7.61 GW,7.88 GW,264 MW,22.9 km/h,24.5 EGP,1.19,$88.50 
11/20/2022 16:45,17%,0 W/m²,33 %H,0 mm,0 MW,1014 hPa,22.7 °C,7.66 GW,7.95 GW,290 MW,23.3 km/h,24.5 EGP,1.19,$88.90 
11/20/2022 17:00,11%,0 W/m²,36 %H,0 mm,0 MW,1015 hPa,22.2 °C,7.42 GW,7.68 GW,253 MW,22.7 km/h,24.5 EGP,1.2,$88.90 
11/20/2022 17:15,24%,0 W/m²,39 %H,0 mm,0 MW,1015 hPa,21.6 °C,7.28 GW,7.55 GW,272 MW,23 km/h,24.5 EGP,1.2,$88.60 
11/20/2022 17:30,24%,0 W/m²,40 %H,0 mm,0 MW,1015 hPa,21.6 °C,8.21 GW,8.47 GW,266 MW,22.9 km/h,24.5 EGP,1.2,$88.80 
11/20/2022 17:45,12%,0 W/m²,42 %H,0 mm,0 MW,1015 hPa,21.4 °C,7.55 GW,7.83 GW,272 MW,23 km/h,24.5 EGP,1.2,$88.70 
11/20/2022 18:00,29%,0 W/m²,42 %H,0 mm,0 MW,1015 hPa,21 °C,7.45 GW,7.73 GW,273 MW,23 km/h,24.5 EGP,1.2,$88.80 
11/20/2022 18:15,28%,0 W/m²,45 %H,0 mm,0 MW,1015 hPa,20.2 °C,7.87 GW,8.17 GW,299 MW,23.4 km/h,24.5 EGP,1.21,$88.50 
11/20/2022 18:30,29%,0 W/m²,48 %H,0 mm,0 MW,1015 hPa,19.7 °C,7.32 GW,7.62 GW,305 MW,23.5 km/h,24.5 EGP,1.21,$88.70 
11/20/2022 18:45,28%,0 W/m²,45 %H,0 mm,0 MW,1015 hPa,20.7 °C,7.82 GW,8.13 GW,305 MW,23.5 km/h,24.5 EGP,1.2,$88.90 
11/20/2022 19:00,27%,0 W/m²,49 %H,0 mm,0 MW,1015 hPa,19.6 °C,7.05 GW,7.37 GW,318 MW,23.7 km/h,24.5 EGP,1.21,$88.60 
11/20/2022 19:15,26%,0 W/m²,54 %H,0 mm,0 MW,1015 hPa,18.9 °C,7.50 GW,7.81 GW,316 MW,23.7 km/h,24.5 EGP,1.21,$88.90 
11/20/2022 19:30,27%,0 W/m²,54 %H,0 mm,0 MW,1015 hPa,19.2 °C,6.88 GW,7.19 GW,309 MW,23.6 km/h,24.5 EGP,1.21,$88.60 
11/20/2022 19:45,27%,0 W/m²,52 %H,0 mm,0 MW,1015 hPa,19.5 °C,7.61 GW,7.93 GW,317 MW,23.7 km/h,24.5 EGP,1.21,$88.50 
11/20/2022 20:00,25%,0 W/m²,55 %H,0 mm,0 MW,1015 hPa,18.8 °C,7.05 GW,7.36 GW,309 MW,23.6 km/h,24.5 EGP,1.21,$88.50 
11/20/2022 20:15,27%,0 W/m²,59 %H,0 mm,0 MW,1015 hPa,18.6 °C,6.91 GW,7.15 GW,238 MW,22.5 km/h,24.5 EGP,1.21,$88.80 
11/20/2022 20:30,27%,0 W/m²,60 %H,0 mm,0 MW,1015 hPa,18.1 °C,7.60 GW,7.90 GW,300 MW,23.5 km/h,24.5 EGP,1.21,$88.50 
11/20/2022 20:45,26%,0 W/m²,59 %H,0 mm,0 MW,1015 hPa,18.1 °C,7.11 GW,7.36 GW,251 MW,22.7 km/h,24.5 EGP,1.21,$88.60 
11/20/2022 21:00,28%,0 W/m²,61 %H,0 mm,0 MW,1015 hPa,18 °C,6.93 GW,7.16 GW,228 MW,20.6 km/h,24.5 EGP,1.21,$88.50 
11/20/2022 21:15,28%,0 W/m²,65 %H,0 mm,0 MW,1015 hPa,17.3 °C,6.61 GW,6.80 GW,188 MW,19.6 km/h,24.5 EGP,1.22,$88.90 
11/20/2022 21:30,26%,0 W/m²,66 %H,0 mm,0 MW,1015 hPa,17.7 °C,6.90 GW,7.06 GW,161 MW,18.9 km/h,24.5 EGP,1.22,$88.70 
11/20/2022 21:45,28%,0 W/m²,64 %H,0 mm,0 MW,1015 hPa,17.1 °C,6.68 GW,6.77 GW,94.3 MW,15.8 km/h,24.5 EGP,1.22,$88.60 
11/20/2022 22:00,25%,0 W/m²,66 %H,0 mm,0 MW,1015 hPa,17 °C,6.33 GW,6.42 GW,82.2 MW,15.4 km/h,24.5 EGP,1.22,$88.50 
11/20/2022 22:15,27%,0 W/m²,68 %H,0 mm,0 MW,1014 hPa,16.4 °C,6.47 GW,6.55 GW,82.2 MW,14.3 km/h,24.5 EGP,1.22,$88.50 
11/20/2022 22:30,27%,0 W/m²,70 %H,0 mm,0 MW,1014 hPa,16.9 °C,6.46 GW,6.51 GW,45.1 MW,12.5 km/h,24.5 EGP,1.22,$88.60 
11/20/2022 22:45,27%,0 W/m²,69 %H,0 mm,0 MW,1014 hPa,16.9 °C,6.23 GW,6.31 GW,78.8 MW,15.3 km/h,24.5 EGP,1.22,$88.90 
11/20/2022 23:00,27%,0 W/m²,72 %H,0 mm,0 MW,1014 hPa,16 °C,6.08 GW,6.12 GW,40.9 MW,12.3 km/h,24.5 EGP,1.22,$88.80 
11/20/2022 23:15,28%,0 W/m²,72 %H,0 mm,0 MW,1014 hPa,16.1 °C,5.99 GW,6.00 GW,14.5 MW,11 km/h,24.5 EGP,1.22,$88.90 
11/20/2022 23:30,29%,0 W/m²,72 %H,0 mm,0 MW,1014 hPa,16 °C,5.66 GW,5.68 GW,12.5 MW,10.9 km/h,24.5 EGP,1.22,$88.80 
11/20/2022 23:45,29%,0 W/m²,72 %H,0 mm,0 MW,1014 hPa,16.1 °C,5.17 GW,5.21 GW,38.9 MW,12.2 km/h,24.5 EGP,1.22,$88.50 
11/21/2022 0:00,30%,0 W/m²,72 %H,0 mm,0 MW,1014 hPa,16.1 °C,5.07 GW,5.08 GW,12.2 MW,10.3 km/h,24.5 EGP,1.22,$88.40 
11/21/2022 0:15,30%,0 W/m²,76 %H,0 mm,0 MW,1014 hPa,15.6 °C,5.57 GW,5.58 GW,8.64 MW,10.1 km/h,24.5 EGP,1.22,$88.60 
11/21/2022 0:30,30%,0 W/m²,78 %H,0 mm,0 MW,1014 hPa,15.7 °C,5.40 GW,5.40 GW,0 MW,9.50 km/h,24.5 EGP,1.22,$88.60 
11/21/2022 0:45,30%,0 W/m²,75 %H,0 mm,0 MW,1014 hPa,15.9 °C,5.15 GW,5.15 GW,0 MW,9.30 km/h,24.5 EGP,1.22,$88.60 
11/21/2022 1:00,30%,0 W/m²,79 %H,0 mm,0 MW,1014 hPa,14.7 °C,5.66 GW,5.66 GW,0 MW,9.10 km/h,24.5 EGP,1.23,$88.60 
11/21/2022 1:15,30%,0 W/m²,82 %H,0 mm,0 MW,1013 hPa,14.1 °C,5.44 GW,5.44 GW,3.42 MW,9.80 km/h,24.5 EGP,1.23,$88.50 
11/21/2022 1:30,30%,0 W/m²,80 %H,0 mm,0 MW,1014 hPa,14.5 °C,5.43 GW,5.43 GW,0 MW,9.60 km/h,24.5 EGP,1.23,$88.60 
11/21/2022 1:45,30%,0 W/m²,80 %H,0 mm,0 MW,1013 hPa,14 °C,5.39 GW,5.39 GW,0 MW,9.20 km/h,24.5 EGP,1.23,$88.60 
11/21/2022 2:00,29%,0 W/m²,83 %H,0 mm,0 MW,1013 hPa,13.6 °C,5.81 GW,5.81 GW,3.41 MW,9.80 km/h,24.5 EGP,1.23,$88.60 
11/21/2022 2:15,27%,0 W/m²,83 %H,0 mm,0 MW,1013 hPa,13.4 °C,5.49 GW,5.49 GW,0 MW,8.60 km/h,24.5 EGP,1.23,$88.50 
11/21/2022 2:30,28%,0 W/m²,83 %H,0 mm,0 MW,1013 hPa,13.5 °C,5.84 GW,5.84 GW,0 MW,8.30 km/h,24.5 EGP,1.23,$88.50 
11/21/2022 2:45,28%,0 W/m²,83 %H,0 mm,0 MW,1013 hPa,13.4 °C,5.86 GW,5.86 GW,0 MW,9.20 km/h,24.5 EGP,1.23,$88.60 
11/21/2022 3:00,25%,0 W/m²,83 %H,0 mm,0 MW,1013 hPa,13.4 °C,5.66 GW,5.66 GW,0 MW,6.80 km/h,24.5 EGP,1.23,$88.60 
11/21/2022 3:15,26%,0 W/m²,82 %H,0 mm,0 MW,1013 hPa,13.6 °C,5.99 GW,5.99 GW,0 MW,3.30 km/h,24.5 EGP,1.23,$88.60 
11/21/2022 3:30,26%,0 W/m²,83 %H,0 mm,0 MW,1013 hPa,13.6 °C,5.84 GW,5.84 GW,0 MW,3.50 km/h,24.5 EGP,1.23,$88.60 
11/21/2022 3:45,26%,0 W/m²,83 %H,0 mm,0 MW,1013 hPa,13.6 °C,6.20 GW,6.20 GW,0 MW,3.50 km/h,24.5 EGP,1.23,$88.60 
11/21/2022 4:00,26%,0 W/m²,80 %H,0 mm,0 MW,1013 hPa,13.8 °C,5.54 GW,5.54 GW,0 MW,2.90 km/h,24.5 EGP,1.23,$88.60 
11/21/2022 4:15,28%,15 W/m²,80 %H,0 mm,50.8 MW,1013 hPa,13.8 °C,6.02 GW,6.07 GW,0 MW,5.30 km/h,24.5 EGP,1.23,$88.60 
11/21/2022 4:30,28%,20 W/m²,80 %H,0 mm,67.8 MW,1014 hPa,13.7 °C,5.57 GW,5.63 GW,0 MW,7.10 km/h,24.5 EGP,1.23,$88.50 
11/21/2022 4:45,27%,12 W/m²,80 %H,0 mm,40.9 MW,1014 hPa,13.7 °C,5.73 GW,5.77 GW,0 MW,5.10 km/h,24.5 EGP,1.23,$88.50 
11/21/2022 5:00,28%,23 W/m²,79 %H,0 mm,78.0 MW,1014 hPa,13.7 °C,5.76 GW,5.83 GW,0 MW,8 km/h,24.5 EGP,1.23,$88.50 
11/21/2022 5:15,20%,181 W/m²,72 %H,0 mm,637 MW,1014 hPa,13.8 °C,5.30 GW,5.94 GW,0 MW,7.90 km/h,24.5 EGP,1.23,$88.50 
11/21/2022 5:30,28%,217 W/m²,79 %H,0 mm,736 MW,1014 hPa,13.7 °C,5.42 GW,6.15 GW,0 MW,8 km/h,24.5 EGP,1.23,$88.50 
11/21/2022 5:45,21%,279 W/m²,71 %H,0 mm,975 MW,1014 hPa,14.5 °C,5.05 GW,6.02 GW,0 MW,7.60 km/h,24.5 EGP,1.23,$88.60 
